20
260.108	286.344	46.1607	57.5552	177.913
104.576	102.037	23.9524	38.224	151.702
96.0645	266.89	57.1271	68.4743	165.17
142.601	174.533	24.3923	39.1565	158.969
196.549	298.71	27.4971	42.3841	187.338
210.288	73.2917	27.7565	49.1848	150.723
16.8742	154.096	29.7214	46.2783	157.316
235.412	173.83	29.6627	50.2685	165.696
211.098	432.937	41.3788	62.8372	209.716
220.991	168.262	11.13	19.4024	169.486
107.23	183.145	9.48515	12.9875	159.595
127.469	505.091	41.2877	62.4638	197.283
11.9755	342.365	40.9181	55.4029	148.586
316.175	216.593	17.3446	37.8533	175.163
290.506	160.29	28.3139	42.6175	164.526
262.505	90.8703	18.3229	36.7862	154.632
157.603	52.4622	10.5876	17.3698	160.598
139.084	376.886	42.9799	73.6347	185.047
204.165	246.313	5.4957	12.6716	212.054
282.112	229.285	18.6845	25.7137	143.935
