21
116.537	210.738	20.2757	39.173	259.747
176.922	190.19	13.9943	27.7828	266.334
173.71	162.762	14.5123	26.6665	262.756
215.704	145.135	13.9787	22.0298	262.967
258.121	157.72	13.7676	25.7106	268.855
248.811	198.731	27.3375	47.246	270.774
39.9871	257.403	18.4208	30.5392	260.792
143.901	329.241	31.389	54.8293	261.947
230.71	340.308	21.2656	36.7275	267.588
224.915	286.054	32.3849	54.2242	267.81
148.963	239.323	13.5748	23.3741	264.76
201.93	243.689	15.492	25.8772	263.761
288.207	242.416	21.5325	34.4334	266.549
303.903	316.634	23.1821	41.0975	268.822
338.54	365.991	27.0248	48.239	268.074
375.714	323.092	19.8553	32.3851	267.99
355.644	285.51	18.4608	34.5775	271.677
438.099	288.737	28.4981	49.0915	269.583
377.84	250.201	17.7427	34.8709	268.054
347.57	194.565	18.1577	33.8647	268.702
409.672	206.617	16.1507	35.3121	271.874
