17
250.61	255.803	75.7113	190.309	259.463
454.273	143.845	14.5833	39.93	261.792
867.859	200.451	26.97	66.2251	271.746
439.646	45.3564	10.9179	40.5631	266.048
617.179	32.1955	23.6886	86.6406	267.154
808.69	26.5761	35.5116	148.833	271.672
1071.58	137.741	37.3897	110.517	276.328
1118.27	166.069	39.2686	131.362	275.814
1209.62	77.3277	31.9698	126.967	275.632
862.029	321.8	89.9123	186.553	273.416
778.561	113.707	16.3228	46.5072	272.33
847.198	556.649	50.0129	77.8354	271.202
1113.65	196.099	42.5639	142.067	277.045
1071.96	143.186	31.1143	103.354	275.946
353.512	10.5566	8.3174	36.9733	265.621
644.858	471.321	92.5377	95.3959	280.559
864.062	237.87	25.3935	71.3073	272.389
