22
1076.35	195.801	28.4783	83.463	277.119
836.511	262.654	67.6534	170.175	272.744
834.023	268.346	51.1676	126.624	273.406
482.408	645.616	120.411	183.184	263.318
378.041	291.721	86.4273	208.633	262.25
843.715	790.254	181.791	255.767	275.323
841.023	826.118	147.652	224.13	274.806
44.358	600.508	100.795	188.156	252.481
67.9649	697.757	105.777	181.31	252.066
138.563	249.557	53.0289	158.527	258.768
557.655	93.7704	13.5731	43.9264	269.286
437.984	103.717	11.0361	34.1515	265.669
298.65	156.3	10.9493	39.4273	260.444
479.739	655.168	109.245	171.748	261.152
1063.79	285.15	19.5216	43.9205	273.592
377.696	290.291	74.6817	190.11	261.984
19.2491	319.962	19.7312	52.0157	255.672
60.9019	469.742	15.9125	38.366	255.09
482.048	665.642	76.9624	118.971	264.232
485.93	663.152	31.8965	43.8951	266.657
53.0247	635.153	110.503	199.234	252.408
659.893	416.382	74.0966	77.0521	170.875
