15
62.686	109.502	34.1297	39.654	235.828
112.057	17.1038	27.8311	31.1071	284.1
366.101	150.113	48.1535	52.0419	314.761
67.8518	114.844	27.0124	33.0139	224.226
68.0595	114.249	14.4489	17.2558	226.669
220.759	283.855	12.3773	13.3052	164.879
300.421	244.737	9.20792	9.65629	237.11
185.435	254.249	9.56755	10.6422	179.673
137.051	207.8	12.4335	12.8617	168.285
152.34	190.853	7.84635	8.4236	287.016
162.391	176.233	8.0903	8.92682	136.642
177.061	161.731	8.76238	8.95476	257.559
197.5	238.5	9.51274	10.2335	268.421
179	190.709	9.48181	10.3053	90
223.276	209.905	9.61668	10.261	145.06
