28
238.02	179.814	58.0084	91.6785	141.903
239.732	178.561	44.6204	70.8489	139.612
238.7	180.246	35.9392	61.1607	140.275
252.704	166.987	16.0181	27.3222	138.382
84.2223	75.0251	59.9654	95.1584	136.05
82.3544	77.2765	49.411	79.1159	136.514
84.9056	73.4804	37.5507	60.4027	137.355
98.6454	63.8025	20.9049	29.0022	135.779
287.465	45.127	20.9405	31.1106	313.491
39.7103	223.993	63.5055	90.6498	135.039
47.8656	222.657	37.6185	56.2204	135.192
55.6839	211.669	24.4416	37.4623	312.686
45.252	224.915	72.2236	100.199	137.098
212.313	326.431	53.3041	79.5166	137.241
214.38	320.685	60.0993	91.9442	314.378
217.443	324.636	36.9322	50.6515	310.073
234.128	317.927	19.9249	35.4002	312.158
383.987	280.412	43.8634	72.2113	140.984
384.45	285.418	35.2268	58.1018	146.389
395.815	270.863	15.5494	29.4262	143.562
380.963	276.057	55.2375	82.6656	140.769
419.855	144.353	19.8428	33.1042	312.943
413.086	155.041	28.474	49.4353	138.599
404.562	148.969	47.351	81.356	138.69
443.404	36.7016	31.5966	40.8945	143.345
277.09	54.76	42.5287	69.8017	137.447
277.527	52.332	31.5094	53.8152	135.879
274.326	57.6518	52.4796	87.8054	137.081
