13
170.911	338.907	86.6945	89.9332	212.046
169.729	338.167	102.294	105.058	226.823
485.751	333.042	85.2078	86.949	154.442
295.044	291.805	91.034	93.7263	188.857
605.168	276.252	87.1502	91.6572	187.674
87.9771	261.742	46.4733	48.5833	173.315
484.845	332.401	96.0292	100.468	199.369
604.858	277.831	99.504	102.685	182.699
295.862	291.514	102.052	107.795	212.825
329.745	281.894	82.3356	87.0628	171.918
482.609	333.229	27.4675	27.8682	226.909
606.757	277.501	19.2479	20.8537	307.811
314.655	164.851	5.48308	11.4955	137.995
