14
183.179	338.223	77.7825	117.772	179.061
186.184	341.144	94.3903	133.248	178.788
591.924	320.966	105.404	120.805	218.619
99.6811	127.991	37.2597	46.5297	171.521
570.513	119.988	22.2805	23.2122	195.952
584.055	320.827	113.365	131.051	212.965
424.863	344.686	33.0706	35.9766	255.025
306.47	123.921	52.739	54.9144	265.946
396.698	121.366	23.6837	25.0609	176.019
634.008	123.877	34.2002	49.9984	179.21
484.217	120.107	51.7756	54.5658	284.496
163.295	122.607	21.6152	23.3415	138.522
223.482	125.056	23.9295	24.8048	303.413
42.7514	128.783	16.6648	21.9123	170.888
