24
238.083	175.05	159.148	170.67	270.073
349.016	153.225	11.9955	12.9408	151.276
269.851	90.1346	10.5658	11.6045	234.827
136.69	212.276	13.9345	15.4537	207.826
92.0916	193.664	12.3794	14.5166	240.839
185.307	259.66	11.1137	12.7979	294.639
147.558	161.608	9.96267	11.5946	224.288
275.021	286.128	10.0557	11.9235	135.155
321.998	278.337	9.22371	10.7509	269.186
379.62	120.788	10.6467	12.7274	278.27
241.486	210.551	165.217	168.848	268.342
107.544	128.826	9.54428	11.1875	258.451
194.264	118.738	9.26657	9.91725	283.461
156.412	55.3701	9.82665	11.5517	276.667
202.656	51.5818	8.22475	9.27054	271.284
268.274	40.9796	10.0883	10.3366	208.709
316.395	60.386	9.19206	10.0168	300.212
285.158	312.985	11.0346	12.5445	258.457
321.967	103.654	8.90522	9.66785	276.219
356.93	260.131	7.38565	8.17838	272.327
368.419	194.661	9.26933	10.4662	260.323
229.787	93.6673	7.45833	8.64872	266.448
225.59	315.454	17.1158	19.8015	259.744
126.76	266.03	11.7671	12.3576	285.22
