19
55.6911	262.001	28.8166	39.511	257.747
183.736	248.164	26.183	33.7858	261.854
277.549	210.535	23.715	30.2399	275.309
283.605	336.956	32.4618	37.4486	287.638
368.122	288.601	27.5488	34.898	300.465
433.404	251.493	19.3115	28.3148	289.36
485.323	217.939	16.145	25.9491	296.485
353.211	177.71	20.1522	29.416	287.833
418.201	150.605	16.6812	27.1433	294.454
468.693	128.644	13.1143	25.9599	289.558
109.061	151.964	18.2032	32.3604	265.777
201.769	119.315	16.9392	30.62	267.941
285.502	95.6422	15.2722	27.6002	282.464
351.202	77.5667	13.9984	26.216	282.091
407.674	62.0449	10.9474	24.3459	281.594
121.777	43.4329	12.0341	29.4709	268.89
21.7118	59.7704	14.2828	30.9385	260.692
205.608	25.1119	12.5455	28.0196	273.291
280.621	10.8094	8.7317	24.5598	278.824
