14
129.697	256.655	70.2205	155.157	173.972
137.442	256.849	77.72	158.516	173.282
109.514	259.217	17.8359	32.7059	175.804
95.9483	260.893	10.5745	24.5079	175.125
378.698	138.207	8.64488	12.883	172.593
374.168	139.457	16.6464	23.6098	173.344
347.643	243.186	13.0523	21.2003	185.346
362.326	243.978	12.7312	24.7711	182.553
372.988	240.488	77.4174	108.789	178.215
375.363	239.008	87.3614	126.358	177.913
380.158	241.289	93.8473	126.298	179.542
384.411	395.426	11.4908	11.8519	260.674
402.727	391.856	7.32357	8.96295	173.185
416.989	388.857	7.68139	8.48677	207.154
